0.362000,11.010000,0.260000,0.402000,9.462000,1.959000,0.858000,0.795000,5.963000,0.740000
0.326000,9.964000,0.262000,0.411000,8.968000,0.875000,0.425000,0.632000,6.427000,0.371000
0.600000,9.741000,0.261000,0.416000,9.037000,0.890000,0.420000,0.636000,7.916000,0.513000
0.487000,8.502000,0.167000,0.261000,7.852000,1.356000,0.559000,0.786000,6.418000,0.385000
0.469000,9.634000,0.262000,0.423000,9.104000,0.902000,0.428000,0.646000,5.958000,0.649000
0.623000,9.870000,0.270000,0.422000,12.425000,0.895000,0.424000,0.645000,6.368000,0.382000
0.343000,10.849000,0.183000,0.283000,5.455000,0.558000,0.335000,0.418000,4.817000,0.275000
0.223000,7.850000,0.176000,0.276000,5.125000,0.567000,0.332000,0.421000,4.653000,0.276000
0.225000,7.379000,0.181000,0.275000,5.213000,0.558000,0.342000,0.433000,4.999000,0.281000
0.353000,9.170000,0.178000,0.270000,5.392000,0.559000,0.329000,0.411000,4.690000,0.272000
0.236000,13.662000,0.180000,0.289000,7.865000,0.842000,0.343000,0.557000,7.677000,0.279000
0.230000,8.330000,0.394000,0.435000,8.306000,0.808000,0.403000,0.616000,5.532000,0.394000
0.922000,7.845000,0.173000,0.273000,5.682000,0.554000,0.332000,0.428000,5.137000,0.270000
0.340000,7.526000,0.177000,0.278000,5.382000,0.556000,0.331000,0.420000,6.715000,0.427000
0.568000,13.120000,0.191000,0.776000,9.054000,1.131000,0.757000,0.992000,5.289000,0.277000
0.491000,8.612000,0.311000,0.279000,5.546000,0.558000,0.332000,0.427000,5.383000,0.283000
0.364000,9.931000,0.380000,0.370000,7.208000,0.848000,0.512000,0.444000,4.784000,0.275000
0.231000,9.371000,0.186000,0.297000,8.776000,0.620000,0.345000,0.459000,4.977000,0.500000
0.355000,7.424000,0.187000,0.295000,6.227000,0.738000,0.336000,0.474000,5.145000,0.276000
0.638000,7.814000,0.175000,0.278000,5.610000,0.572000,0.350000,0.431000,5.101000,0.274000
0.628000,7.319000,0.302000,0.281000,5.337000,0.569000,0.336000,0.439000,5.238000,0.276000
0.374000,8.580000,0.176000,0.283000,15.515000,0.878000,0.481000,0.458000,4.986010,0.385000
0.362000,7.412000,0.185000,0.284000,5.771000,0.581000,0.337000,0.434000,5.022000,0.486000
0.353000,8.313000,0.182000,0.281000,6.105000,0.585000,0.338000,0.437000,4.970000,0.408000
0.506000,8.054000,0.183000,0.285000,8.344000,0.914000,0.415000,0.466000,5.278000,0.279000
0.492000,8.165000,0.195000,0.298000,5.673000,0.613000,0.478000,0.474000,5.289000,0.307000
0.628000,6.911000,0.179000,0.287000,5.728000,0.589000,0.336000,0.444000,4.640000,0.514000
0.487000,7.635000,0.178000,0.283000,5.359000,0.588000,0.336000,0.442000,4.650000,0.277000
0.229000,7.354000,0.178000,0.285000,5.363000,0.584000,0.566000,1.873000,6.605000,0.407000
0.751000,9.773000,0.259000,0.306000,7.220000,1.133000,0.420000,0.865000,4.996000,0.303000
0.497000,9.403000,0.279000,0.456000,9.656000,0.982000,0.883000,0.841000,6.340000,0.395000
0.622000,8.940000,0.283000,0.452000,9.504000,0.970000,0.437000,0.705000,5.890000,0.287000
0.512000,6.734000,0.189000,0.540000,5.385000,0.588000,0.339000,0.448000,4.924000,0.287000
0.599000,7.117000,0.197000,0.308000,5.716000,0.624000,0.357000,0.470000,4.913000,0.288000
0.228000,6.807000,0.190000,0.293000,5.354000,0.610000,0.346000,0.457000,4.790000,0.286000
0.227000,7.854000,0.183000,0.291000,5.302000,0.593000,0.338000,0.450000,6.330000,0.626000
0.604000,8.776000,0.283000,0.459000,9.438000,0.991000,0.437000,0.717000,6.337000,0.393000
0.611000,11.227000,0.342000,0.618000,9.334000,1.076000,0.548000,0.816000,6.022000,0.627000
0.677000,10.929000,0.306000,0.647000,11.474000,1.245000,0.621000,0.917000,7.352000,0.293000
0.359000,7.467000,0.178000,0.293000,5.563000,0.605000,0.339000,0.456000,5.050000,0.286000
0.488000,7.242000,0.184000,0.494000,5.988000,0.632000,0.354000,0.471000,4.766000,0.296000
0.306000,7.252000,0.186000,0.302000,5.445000,0.612000,0.349000,0.467000,4.891000,0.310000
0.363000,7.108000,0.179000,0.429000,7.000000,0.738000,0.340000,0.452000,6.348000,0.296000
0.358000,8.443000,0.183000,0.295000,5.550000,0.609000,0.341000,0.456000,4.665000,0.284000
0.355000,7.800000,0.315000,0.559000,9.222000,0.604000,0.340000,0.453000,5.136000,0.308000
0.350000,8.995000,0.190000,0.300000,5.508000,0.642000,0.349000,0.471000,4.779000,0.421000
0.363000,8.522000,0.185000,0.297000,8.142000,1.503000,0.452000,1.097000,4.867000,0.283000
0.452000,6.601000,0.183000,0.291000,5.237000,0.606000,0.343000,0.457000,4.646000,0.300000
0.228000,8.684000,0.181000,0.290000,4.957000,0.609000,0.342000,0.456000,4.652000,0.288000
0.228000,9.260000,0.189000,0.303000,6.040000,0.613000,0.341000,0.463000,4.673000,0.288000
0.368000,8.267000,0.315000,0.424000,5.996000,0.634000,0.355000,0.484000,6.851000,0.290000
0.358000,7.474000,0.180000,0.289000,5.436000,0.620000,0.356000,0.460000,4.634000,0.285000
0.340000,9.640000,0.275000,0.744000,9.470000,1.017000,0.578000,0.737000,5.936000,0.394000
0.614000,8.676000,0.282000,0.469000,9.391000,1.022000,0.447000,0.734000,6.089000,0.398000
0.603000,8.235000,0.272000,0.458000,8.884000,1.013000,0.452000,0.870000,6.096000,0.394000
0.334000,7.911000,0.264000,0.451000,10.379000,1.008000,0.446000,1.022000,6.345000,0.388000
0.348000,9.043000,0.274000,0.464000,11.095000,1.023000,0.592000,0.745000,6.372000,0.404000
0.513000,6.069000,0.172000,0.285000,5.352000,0.618000,0.348000,0.464000,4.937000,0.423000
0.232000,6.229000,0.169000,0.285000,5.517000,0.605000,0.345000,0.463000,4.669000,0.284000
0.353000,6.568000,0.172000,0.289000,5.485000,0.609000,0.350000,0.481000,4.729000,0.292000
0.312000,7.001000,0.180000,0.303000,5.425000,0.615000,0.354000,0.508000,4.820000,0.301000
0.246000,6.052000,0.171000,0.286000,5.653000,0.609000,0.345000,0.468000,5.081000,0.294000
0.226000,6.021000,0.172000,0.281000,5.647000,0.614000,0.355000,0.487000,4.801000,0.296000
0.222000,6.011000,0.177000,0.295000,5.244000,0.876000,0.351000,0.492000,4.820000,0.290000
0.362000,6.038000,0.174000,0.287000,5.564000,0.599000,0.338000,0.473000,5.786000,0.377000
0.373000,8.817000,0.234000,0.528000,5.451000,0.629000,0.352000,0.487000,4.792000,0.291000
0.352000,6.328000,0.168000,0.289000,5.799000,0.599000,0.340000,0.471000,5.299000,0.285000
0.380000,6.667000,0.165000,0.279000,5.323000,0.604000,0.343000,0.479000,5.921000,0.294000
0.633000,6.183000,0.164000,0.280000,7.136000,0.616000,0.477000,0.473000,5.060000,0.289000
0.319000,6.575000,0.175000,0.288000,7.951000,0.633000,0.357000,0.605000,4.853000,0.290000
0.231000,6.264000,0.174000,0.288000,5.946000,1.006000,0.345000,0.481000,4.722000,0.295000
0.372000,6.361000,0.167000,0.280000,5.686000,0.855000,0.339000,0.479000,4.690000,0.298000
0.494000,8.164000,0.161000,0.274000,5.906000,0.597000,0.341000,0.471000,4.680000,0.281000
0.220000,8.913000,0.173000,0.419000,7.932000,0.611000,0.670000,0.626000,4.742000,0.294000
0.471000,5.914000,0.165000,0.417000,5.610000,0.608000,0.342000,0.456000,5.375000,0.284000
0.366000,6.701000,0.165000,0.273000,5.757000,0.598000,0.343000,0.454000,5.297000,0.284000
0.349000,6.585000,0.161000,0.272000,5.923000,0.592000,0.345000,0.469000,4.686000,0.291000
0.348000,10.745000,0.238000,0.692000,8.145000,0.945000,0.560000,0.480000,5.219000,0.428000
0.344000,5.601000,0.158000,0.273000,6.063000,0.600000,0.347000,0.473000,4.712000,0.282000
0.222000,6.420000,0.157000,0.272000,6.495000,0.603000,0.345000,0.471000,4.715000,0.286000
0.345000,6.499000,0.155000,0.270000,5.388000,0.601000,0.437000,0.791000,5.838000,0.451000
0.222000,6.254000,0.168000,0.280000,5.989000,0.627000,0.354000,0.498000,5.075000,0.292000
0.246000,5.979000,0.162000,0.275000,5.390000,0.616000,0.350000,0.588000,4.796000,0.292000
0.215000,5.593000,0.193000,0.401000,6.980000,0.595000,0.343000,0.546000,5.115000,0.291000
0.223000,6.311000,0.169000,0.353000,5.758000,0.604000,0.343000,0.472000,4.707000,0.285000
0.345000,6.072000,0.159000,0.266000,5.980000,0.659000,0.358000,0.511000,5.332000,0.293000
0.561000,5.678000,0.158000,0.409000,8.810000,1.032000,0.346000,0.475000,4.907000,0.280000
0.216000,6.353000,0.158000,0.265000,9.230000,0.897000,0.353000,0.503000,4.862000,0.299000
0.217000,5.786000,0.320000,0.607000,7.125000,0.656000,0.366000,0.626000,5.070000,0.287000
0.214000,5.215000,0.158000,0.263000,6.283000,0.911000,0.356000,0.510000,5.938000,0.489000
0.221000,6.798000,0.161000,0.271000,6.428000,0.866000,0.632000,0.529000,6.113000,0.554000
0.211000,6.147000,0.159000,0.269000,5.413000,0.608000,0.353000,0.482000,5.594000,0.293000
0.457000,8.462000,0.247000,0.422000,8.658000,1.012000,0.452000,0.766000,6.905000,0.668000
0.329000,7.368000,0.271000,0.456000,10.618000,1.063000,0.473000,0.827000,8.990000,0.691000
0.215000,5.066000,0.156000,0.267000,4.826000,0.612000,0.356000,0.498000,4.898000,0.290000
0.210000,5.210000,0.156000,0.268000,7.252000,1.198000,0.585000,1.483000,5.126000,0.287000
0.212000,5.278000,0.156000,0.268000,4.704000,0.614000,0.355000,0.489000,4.939000,0.281000
0.209000,5.557000,0.159000,0.272000,4.733000,0.633000,0.358000,0.633000,5.137000,0.288000
0.287000,4.967000,0.157000,0.263000,5.931000,0.617000,0.354000,0.489000,4.943000,0.282000
0.327000,5.116010,0.148000,0.255000,4.338000,0.587000,0.346000,0.482000,5.941000,0.366000
